NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
2734,E1310500059121,ＳＯＭＰＯケア　ラヴィーレ本郷,東京都文京区本郷3-4-1,,,要配慮者,35.703457,139.763527,
2735,E1310500045121,文京本郷高齢者在宅サービスセンター,東京都文京区本郷4-21-2,,,要配慮者,35.71002775,139.7549115,
2736,E1310500046111,本郷小学校,東京都文京区本郷4-5-15,,,,35.70801832,139.7582412,
2737,E1310500048121,文京昭和高齢者在宅サービスセンター,東京都文京区本駒込2-28-31,,,要配慮者,35.73170679,139.7491216,
2738,E1310500048112,昭和小学校,東京都文京区本駒込2-28-31,,,,35.73149342,139.7492557,
2739,E1310500050111,第九中学校,東京都文京区本駒込3-28-9,,,,35.72963338,139.7527335,
2740,E1310500060121,文京区立本郷福祉センター　若駒の里,東京都文京区本駒込4-35-15,,,要配慮者,35.733246,139.755442,
2741,E1310500049111,駕籠町小学校,東京都文京区本駒込－2-29-6,,,,35.72826922,139.7458846,
2742,E1311600001111,駒込小学校,東京都豊島区駒込3-13-1,1,,,35.73837369,139.7429379,
2743,E1311600002111,駒込中学校,東京都豊島区駒込4-5-1,1,,,35.73593089,139.7418918,
2744,E1311600003111,仰高小学校,東京都豊島区駒込5-1-19,1,,,35.7364665,139.738244,
2745,E1311600004111,千川中学校,東京都豊島区高松1-9-21,1,,,35.73604659,139.7002615,
2746,E1311600005111,高松小学校,東京都豊島区高松2-57-22,1,,,35.73956956,139.6971708,
2747,E1311600006111,高南小学校,東京都豊島区高田2-12-7,1,,,35.71651066,139.7138456,
2748,E1311600007111,豊成小学校,東京都豊島区上池袋1-18-24,1,,,35.73499769,139.7220333,
2749,E1311600008112,池袋第一小学校,東京都豊島区上池袋4-28-1,1,,,35.741396,139.718918,
2750,E1311600009111,西巣鴨小学校,東京都豊島区西巣鴨1-27-1,1,,,35.73849431,139.7259851,
2751,E1311600010111,巣鴨北中学校,東京都豊島区西巣鴨3-17-1,1,,,35.74375016,139.7299248,
2752,E1311600011111,池袋第三小学校,東京都豊島区西池袋3-14-3,1,,,35.72848206,139.702805,
2753,E1311600012111,西池袋中学校,東京都豊島区西池袋4-7-1,1,,,35.72793448,139.7002708,
2754,E1311600013111,西部区民事務所,東京都豊島区千早2-39-16,1,,,35.73580112,139.6910047,
2755,E1311600014111,千早小学校,東京都豊島区千早3-33-5,1,,,35.73506741,139.687315,
2756,E1311600015111,清和小学校,東京都豊島区巣鴨3-14-1,1,,,35.73589284,139.7329403,
2757,E1311600016111,朝日小学校,東京都豊島区巣鴨5-33-1,1,,,35.74114645,139.7333718,
2758,E1311600017111,みらい館大明,東京都豊島区池袋3-30-8,1,,,35.73569477,139.7045668,
2759,E1311600018111,池袋小学校,東京都豊島区池袋4-23-8,1,,,35.73775236,139.7092651,
2760,E1311600019111,池袋本町小学校・池袋中学校（連携校）,東京都豊島区池袋本町1-43-1,1,,,35.74089406,139.7146925,
2761,E1311600020111,旧文成小学校,東京都豊島区池袋本町4-36-1,1,,,35.74432833,139.714541,
2762,E1311600021111,長崎小学校,東京都豊島区長崎2-6-3,1,,,35.72866654,139.6902071,
2763,E1311600022111,明豊中学校,東京都豊島区長崎5-31-29,1,,,35.73596994,139.6841797,
2764,E1311600023111,さくら小学校,東京都豊島区長崎6-16-1,1,,,35.73607723,139.6804061,
2765,E1311600024111,朋有小学校,東京都豊島区東池袋4-40-1,1,,,35.7289542,139.7236116,
2766,E1311600025111,巣鴨小学校,東京都豊島区南大塚1-24-10,1,,,35.72863096,139.734803,
2767,E1311600026111,西巣鴨中学校,東京都豊島区南大塚3-18-1,1,,,35.72884918,139.7275459,
2768,E1311600027111,南池袋小学校,東京都豊島区南池袋3-18-12,1,,,35.72437413,139.7148342,
2769,E1311600028111,富士見台小学校,東京都豊島区南長崎1-10-5,1,,,35.72472225,139.693123,
2770,E1311600029111,南長崎スポーツ公園,東京都豊島区南長崎4-13-5,1,,,35.72450842,139.6838525,
2771,E1311600030111,椎名町小学校,東京都豊島区南長崎4-30-5,1,,,35.72675691,139.6855602,
2772,E1311600031111,千登世橋中学校,東京都豊島区目白1-1-1,1,,,35.71721643,139.7115737,
2773,E1311600032111,目白小学校,東京都豊島区目白2-11-6,1,,,35.7208444,139.7095298,
2774,E1311600033111,旧真和中学校,東京都豊島区目白5-24-12,1,,,35.72528631,139.6968848,
2775,E1311600034111,要小学校,東京都豊島区要町2-3-20,1,,,35.73408426,139.6935718,
2776,E1311600035111,豊島体育館,東京都豊島区要町3-47-8,1,,,35.73996031,139.6895491,
2777,E1311700115111,区立王子小学校,東京都北区王子2-7-1,1,,,35.75891,139.73562,
2778,E1311700115112,区立王子桜中学校,東京都北区王子2-7-1,1,,,35.758357,139.736233,
2779,E1311700116111,区立王子第一小学校,東京都北区王子5-14-18,1,,,35.765123,139.737824,
2780,E1311700152111,区立堀船中学校,東京都北区王子5-2-8,1,,,35.762939,139.734626,
2781,E1311700156111,区立明桜中学校,東京都北区王子6-3-23,1,,,35.759735,139.741539,
2782,E1311700166111,旧清至中学校,東京都北区王子6-7-3,1,,,35.762548,139.741091,
2783,E1311700117111,区立王子第二小学校,東京都北区王子本町2-2-5,1,,,35.75602,139.732701,
2784,E1311700129111,区立岩淵小学校,東京都北区岩淵町6-6,1,,,35.784376,139.72617,
2785,E1311700135111,区立桐ケ丘郷小学校,東京都北区桐ケ丘1-10-23,1,,,35.776539,139.707235,
2786,E1311700160111,区立桐ケ丘中学校,東京都北区桐ケ丘2-6-11,1,,,35.779697,139.708651,
2787,E1311700130111,区立なでしこ小学校,東京都北区志茂1-34-17,1,,,35.777253,139.731945,
2788,E1311700151111,志茂子ども交流館,東京都北区志茂5-18-3,1,,,35.783392,139.731351,
2789,E1311700155111,区立十条富士見中学校,東京都北区十条台1-9-33,1,,,35.757298,139.723175,
2790,E1311700127111,旧清水小学校,東京都北区十条仲原4-5-17,1,,,35.769932,139.721511,
2791,E1311700145111,区立滝野川第五小学校,東京都北区昭和町3-3-12,1,,,35.749231,139.749596,
2792,E1311700119111,区立王子第五小学校,東京都北区上十条2-18-17,1,,,35.759699,139.719161,
2793,E1311700034111,旧富士見中学校（学校法人帝京大学）,東京都北区上十条3-1-25,1,,,35.75944183,139.7171957,
2794,E1311700118111,区立王子第三小学校,東京都北区上十条5-2-3,1,,,35.765253,139.718142,
2795,E1311700168111,区立都の北学園,東京都北区神谷2-30-1,1,,,35.772248,139.728866,
2796,E1311700167111,区立西が丘小学校,東京都北区西が丘1-12-14,1,,,35.771203,139.71415,
2797,E1311700132111,区立梅木小学校,東京都北区西が丘2-21-15,1,,,35.767604,139.713856,
2798,E1311700141111,区立滝野川小学校,東京都北区西ケ原1-18-10,1,,,35.742322,139.747854,
2799,E1311700165111,区立飛鳥中学校,東京都北区西ケ原3-5-12,1,,,35.743963,139.742487,
2800,E1311700147111,区立西ケ原小学校,東京都北区西ケ原4-19-21,1,,,35.743143,139.736726,
2801,E1311700128111,区立赤羽小学校,東京都北区赤羽1-24-6,1,,,35.780613,139.721426,
2802,E1311700159111,区立赤羽岩淵中学校,東京都北区赤羽2-6-18,1,,,35.778954,139.725882,
2803,E1311700131111,区立第四岩淵小学校,東京都北区赤羽3-24-23,1,,,35.785781,139.72071,
2804,E1311700158111,区立稲付中学校,東京都北区赤羽西6-1-4,1,,,35.770514,139.707886,
2805,E1311700140111,区立赤羽台西小学校,東京都北区赤羽台2-1-34,1,,,35.77539,139.713959,
2806,E1311700137111,区立八幡小学校,東京都北区赤羽台3-18-5,1,,,35.78079,139.714458,
2807,E1311700134111,旧稲田小学校,東京都北区赤羽南2-23-24,1,,,35.77301,139.725332,
2808,E1311700136111,区立袋小学校,東京都北区赤羽北2-15-3,1,,,35.783721,139.705913,
2809,E1311700143111,区立滝野川第三小学校,東京都北区滝野川1-12-27,1,,,35.748566,139.736914,
2810,E1311700077111,旧滝野川中学校（北区役所滝野川分庁舎）,東京都北区滝野川2-52-10,1,,,35.75150807,139.7330217,
2811,E1311700149111,区立滝野川もみじ小学校,東京都北区滝野川3-72-1,1,,,35.750805,139.728391,
2812,E1311700146111,東京国際フランス学園　別館,東京都北区滝野川5-44-15,1,,,35.74884,139.724456,
2813,E1311700164111,区立滝野川紅葉中学校,東京都北区滝野川5-55-8,1,,,35.74983,139.724849,
2814,E1311700142111,区立滝野川第二小学校,東京都北区滝野川6-19-4,1,,,35.744642,139.726462,
2815,E1311700148111,区立谷端小学校,東京都北区滝野川7-12-17,1,,,35.744462,139.721627,
2816,E1311700125111,旧十条台小学校,東京都北区中十条1-5-6,1,,,35.758637,139.730052,
2817,E1311700120111,区立十条小学校,東京都北区中十条3-1-6,1,,,35.763168,139.726012,
2818,E1311700154111,区立田端中学校,東京都北区田端4-17-1,1,,,35.738271,139.754165,
2819,E1311700150111,区立田端小学校,東京都北区田端5-4-1,1,,,35.737176,139.757196,
2820,E1311700163111,旧田端中学校,東京都北区田端6-9-1,1,,,35.741136,139.75593,
2821,E1311700169111,旧新町中学校（新町コミュニティアリーナ）,東京都北区田端新町2-27-17,1,,,35.74020759,139.76808,
2822,E1311700124111,区立東十条小学校,東京都北区東十条3-14-23,1,,,35.765797,139.72907,
2823,E1311700144111,区立滝野川第四小学校,東京都北区東田端2-5-23,1,,,35.74005,139.762663,
2824,E1311700139111,区立西浮間小学校,東京都北区浮間2-7-1,1,,,35.792839,139.699303,
2825,E1311700138111,区立浮間小学校,東京都北区浮間3-4-27,1,,,35.78574,139.700816,
2826,E1311700153111,旧西浮間小学校,東京都北区浮間4-29-30,1,,,35.790264,139.691919,
2827,E1311700162111,区立浮間中学校,東京都北区浮間4-29-32,1,,,35.790341,139.693279,
2828,E1311700123111,区立柳田小学校,東京都北区豊島2-11-20,1,,,35.757583,139.743875,
2829,E1311700121111,区立豊川小学校,東京都北区豊島3-10-23,1,,,35.760731,139.74299,
2830,E1311700170111,旧豊島北中学校（豊島北コミュニティアリーナ）,東京都北区豊島5-3-13,1,,,35.76490304,139.7500234,
2831,E1311700126111,区立としま若葉小学校,東京都北区豊島5-3-30,1,,,35.765841,139.750264,
2832,E1311700122111,区立堀船小学校,東京都北区堀船2-11-9,1,,,35.753652,139.746204,
2833,E1310700001111,押上小学校,東京都墨田区押上3-46-17,,,,35.7120028,139.819384,
2834,E1310700002111,柳島小学校,東京都墨田区横川5-2-30,,,,35.70360452,139.8175046,
2835,E1310700003111,両国中学校,東京都墨田区横網1-8-1,,,,35.69748607,139.7961046,
2836,E1310700004111,竪川中学校,東京都墨田区亀沢4-11-15,,,,35.69674304,139.8056553,
2837,E1310700005111,中和小学校,東京都墨田区菊川1-18-10,,,,35.69017628,139.8027112,
2838,E1310700006111,曳舟小学校,東京都墨田区京島1-28-2,,,,35.71658387,139.8207306,
2839,E1310700007111,第四吾嬬小学校,東京都墨田区京島3-64-9,,,,35.71342782,139.8251525,
2840,E1310700008111,業平小学校,東京都墨田区業平2-4-8,,,,35.70659913,139.8116349,
2841,E1310700009111,錦糸小学校,東京都墨田区錦糸1-9-12,,,,35.69878945,139.8113736,
2842,E1310700010111,小梅小学校,東京都墨田区向島2-4-10,,,,35.71446098,139.8059103,
2843,E1310700011111,墨田中学校,東京都墨田区向島4-25-22,,,,35.71499353,139.8114908,
2844,E1310700012111,言問小学校,東京都墨田区向島5-40-14,,,,35.71865428,139.8113181,
2845,E1310700013111,二葉小学校,東京都墨田区石原2-1-5,,,,35.6992923,139.8002009,
2846,E1310700014111,錦糸中学校,東京都墨田区石原4-33-14,,,,35.70144691,139.8069565,
2847,E1310700041111,墨田区総合運動場,東京都墨田区堤通2-11-1,,,,35.73842245,139.8166732,
2848,E1310700015111,桜堤中学校,東京都墨田区堤通2-19-1,,,,35.73045254,139.8117822,
2849,E1310700016111,本所中学校,東京都墨田区東駒形3-1-10,,,,35.70530196,139.8026093,
2850,E1310700017111,横川小学校,東京都墨田区東駒形4-18-4,,,,35.70722922,139.8062404,
2851,E1310700018111,第一寺島小学校,東京都墨田区東向島1-16-2,,,,35.72162264,139.8145065,
2852,E1310700020111,第二寺島小学校,東京都墨田区東向島4-30-2,,,,35.7247082,139.8185197,
2853,E1310700021111,第三寺島小学校,東京都墨田区東向島6-8-1,,,,35.72137813,139.8202477,
2854,E1310700022111,木下川吾亦紅,東京都墨田区東墨田2-15-2,,,,35.72192,139.8332295,
2855,E1310700023111,寺島中学校,東京都墨田区八広1-17-15,,,,35.72015281,139.8230508,
2856,E1310700024111,第三吾嬬小学校,東京都墨田区八広2-36-3,,,,35.71716013,139.8278163,
2857,E1310700025111,八広地域プラザ,東京都墨田区八広4-35-17,,,,35.72344795,139.8292547,
2858,E1310700026111,吾嬬第二中学校,東京都墨田区八広4-4-4,,,,35.72182805,139.8272053,
2859,E1310700027111,八広小学校,東京都墨田区八広5-12-15,,,,35.72710897,139.8263205,
2860,E1310700028111,文花中学校,東京都墨田区文花1-22-7,,,,35.71027204,139.8220715,
2861,E1310700029111,梅若小学校,東京都墨田区墨田2-25-1,,,,35.73043666,139.8155274,
2862,E1310700030111,隅田小学校,東京都墨田区墨田4-6-5,,,,35.73395339,139.8219552,
2863,E1310700032111,外手小学校,東京都墨田区本所2-1-16,,,,35.70250284,139.8006024,
2864,E1310700033111,立花吾嬬の森小学校,東京都墨田区立花1-18-6,,,,35.70654091,139.8293566,
2865,E1310700034111,立花幼稚園他,東京都墨田区立花1-25-9,,,,35.70477438,139.8317018,東京都墨田区立花1-25-9他
2866,E1310700035111,東吾嬬小学校,東京都墨田区立花4-22-11,,,,35.7085471,139.8319528,
2867,E1310700036111,吾嬬立花中学校,東京都墨田区立花5-48-2,,,,35.712585,139.8317222,
2868,E1310700037111,中川小学校,東京都墨田区立花5-49-4,,,,35.71341841,139.8315045,
2869,E1310700038111,菊川小学校,東京都墨田区立川4-12-15,,,,35.69161805,139.8076633,
2870,E1310700039111,両国小学校,東京都墨田区両国4-26-6,,,,35.69376572,139.7951488,
2871,E1310700040111,緑小学校,東京都墨田区緑2-12-12,,,,35.6940366,139.8010543,
2872,E1311000001111,大鳥中学校,東京都目黒区下目黒3-23-18,1,,,35.63105744,139.7075174,
2873,E1311000002111,不動小学校,東京都目黒区下目黒6-11-35,1,,,35.6270926,139.6991159,
2874,E1311000003111,都立国際高等学校,東京都目黒区駒場2-19-59,1,,,35.65901407,139.6789375,
2875,E1311000004111,駒場小学校,東京都目黒区駒場3-11-13,1,,,35.65987054,139.6819066,
2876,E1311000005111,原町小学校,東京都目黒区原町2-18-12,1,,,35.61556776,139.6906536,
2877,E1311000006111,上目黒小学校,東京都目黒区五本木1-12-13,1,,,35.63873444,139.6903393,
2878,E1311000007111,五本木小学校,東京都目黒区五本木2-24-3,1,,,35.63413628,139.6876077,
2879,E1311000008111,自由ヶ丘学園高等学校,東京都目黒区自由が丘2-21-1,1,,,35.61227473,139.666354,
2880,E1311000009111,烏森小学校,東京都目黒区上目黒3-37-27,1,,,35.64432306,139.6924511,
2881,E1311000010111,菅刈小学校及び菅刈公園,東京都目黒区青葉台3-3-26,1,,,35.65088513,139.6927934,
2882,E1311000013111,第一中学校,東京都目黒区大橋2-11-1,1,,,35.65465069,139.6865285,
2883,E1311000014111,都立駒場高等学校,東京都目黒区大橋2-18-1,1,,,35.65488032,139.6858695,
2884,E1311000015111,鷹番小学校,東京都目黒区中央町1-20-26,1,,,35.62757971,139.6899733,
2885,E1311000016111,油面小学校,東京都目黒区中町1-5-4,1,,,35.63243518,139.6983667,
2886,E1311000017111,目黒中央中学校,東京都目黒区中町2-37-38,1,,,35.63461782,139.6938752,
2887,E1311000042111,目黒学院中学校・高等学校,東京都目黒区中目黒1-1-50,1,,,35.644463,139.70275,
