NO,共通ID,施設・場所名,住所,指定緊急避難場所との住所同一,その他市町村長が必要と認める事項,受入対象者,緯度,経度,備考
683,E1321900001121,グループホーム朋２,東京都狛江市岩戸南1-5-10,,,,35.631592,139.585063,
684,E1321900002111,岩戸地域センター,東京都狛江市岩戸南2-2-5,,,,35.63214815,139.5860636,
685,E1321900002121,岩戸地域センター,東京都狛江市岩戸南2-2-5,,,,35.63214815,139.5860636,
686,E1321900004111,狛江みずほ幼稚園,東京都狛江市岩戸南4-14-1,1,,,35.62632094,139.5902268,
687,E1321900004121,狛江みずほ幼稚園（保育室）,東京都狛江市岩戸南4-14-1,1,,,35.62656076,139.590256,
688,E1321900005111,こまえ苑（ふれあいホール）,東京都狛江市岩戸南4-17-17,,,,35.62588868,139.5925271,
689,E1321900005121,こまえ苑（ふれあいホール）,東京都狛江市岩戸南4-17-17,,,,35.62588868,139.5925271,
690,E1321900006111,狛江第六小学校,東京都狛江市駒井町1-21-1,1,,,35.62478764,139.5849438,
691,E1321900007111,狛江市子育て・教育支援複合施設,東京都狛江市元和泉1-11-11,,,,35.631435,139.576079,
692,E1321900007121,狛江市子育て・教育支援複合施設,東京都狛江市元和泉1-11-11,,,,35.631433,139.576068,
693,E1321900008111,狛江第三中学校,東京都狛江市元和泉1-23-1,1,,,35.630215,139.5744677,
694,E1321900009121,ミライハウス元和泉（居間）,東京都狛江市元和泉2-16-11,,,,35.631708,139.57208,
695,E1321900009111,ミライハウス元和泉（居間）,東京都狛江市元和泉2-16-11,,,,35.631705,139.572087,
696,E1321900011122,あいとぴあセンター,東京都狛江市元和泉2-35-1,,,,35.6332963,139.5676782,
697,E1321900011112,あいとぴあセンター,東京都狛江市元和泉2-35-1,,,,35.6332963,139.5676782,
698,E1321900011111,西河原公民館,東京都狛江市元和泉2-35-1,,,,35.63342274,139.5670237,
699,E1321900011121,西河原公民館,東京都狛江市元和泉2-35-1,,,,35.63342274,139.5670237,
700,E1321900014111,都立狛江高等学校,東京都狛江市元和泉3-9-1,1,,,35.62777209,139.5699143,
701,E1321900015111,野川地域センター,東京都狛江市西野川1-6-9,,,,35.64621786,139.57552,
702,E1321900015121,野川地域センター,東京都狛江市西野川1-6-9,,,,35.64621786,139.57552,
703,E1321900016121,こまえ正吉苑（ホームヘルパーステーション）,東京都狛江市西野川2-27-23,,,,35.645504,139.574085,
704,E1321900016111,こまえ正吉苑（ホームヘルパーステーション）,東京都狛江市西野川2-27-23,,,,35.64546,139.574038,
705,E1321900018121,愛光女子学園（むらさき寮）,東京都狛江市西野川3-14-26,,,,35.645683,139.568689,
706,E1321900018111,愛光女子学園（むらさき寮）,東京都狛江市西野川3-14-26,,,,35.64541,139.569062,
707,E1321900019111,複合介護施設和楽（機能訓練室）,東京都狛江市西野川4-6-9,,,,35.646581,139.569194,
708,E1321900019121,複合介護施設和楽（機能訓練室）,東京都狛江市西野川4-6-9,,,,35.646561,139.569195,
709,E1321900020121,こまえ正吉苑二番館（地域交流スペース）,東京都狛江市西野川4-8-8,,,,35.647391,139.569647,
710,E1321900020111,こまえ正吉苑二番館（地域交流スペース）,東京都狛江市西野川4-8-8,,,,35.647385,139.569625,
711,E1321900022111,西和泉体育館,東京都狛江市西和泉1-16-1,1,,,35.64028652,139.5651406,
712,E1321900023121,狛江こだま幼稚園（ホール）,東京都狛江市中和泉3-14-8,1,,,35.63763985,139.5683658,
713,E1321900023111,狛江こだま幼稚園,東京都狛江市中和泉3-14-8,1,,,35.63753959,139.5688432,
714,E1321900024111,和泉小学校,東京都狛江市中和泉3-33-1,1,,,35.63485517,139.5686059,
715,E1321900025111,狛江第三小学校,東京都狛江市猪方1-11-1,1,,,35.62774416,139.5844825,
716,E1321900026111,狛江第二中学校,東京都狛江市猪方2-7-1,1,,,35.62690565,139.5830882,
717,E1321900027121,南部地域センター,東京都狛江市猪方4-11-1,,,,35.62339937,139.5797922,
718,E1321900027111,南部地域センター,東京都狛江市猪方4-11-1,,,,35.62339937,139.5797922,
719,E1321900028111,グループホーム朋１,東京都狛江市東野川1-10-7,,,,35.642249,139.582026,
720,E1321900028121,グループホーム朋１,東京都狛江市東野川1-10-7,,,,35.642249,139.582028,
721,E1321900029111,狛江第五小学校,東京都狛江市東野川1-35-13,1,,,35.64384515,139.5809238,
722,E1321900030111,子鹿幼稚園,東京都狛江市東野川3-17-1,1,,,35.64595821,139.5844855,
723,E1321900030121,子鹿幼稚園（ホール）,東京都狛江市東野川3-17-1,1,,,35.64595821,139.5844855,
724,E1321900031111,狛江第四中学校,東京都狛江市東野川4-1-1,1,,,35.64541686,139.5819761,
725,E1321900032121,カレーショップ・メイ,東京都狛江市東和泉4-1-7,,,,35.627767,139.5735,
726,E1321900042111,カレーショップ・メイ,東京都狛江市東和泉４－１－７アイルスデール101,,,,35.627767,139.573503,
727,E1321900033111,中央公民館,東京都狛江市和泉本町1-1-5,1,,,35.63518062,139.5781634,
728,E1321900033121,中央公民館,東京都狛江市和泉本町1-1-5,1,,,35.63518062,139.5781634,
729,E1321900034111,狛江第一小学校,東京都狛江市和泉本町1-37-1,1,,,35.63744662,139.5781777,
730,E1321900035111,狛江第一中学校,東京都狛江市和泉本町2-15-1,1,,,35.64046021,139.5774685,
731,E1321900037111,緑野小学校,東京都狛江市和泉本町4-3-1,1,,,35.64135539,139.5701846,
732,E1321900040111,上和泉地域センター,東京都狛江市和泉本町4-7-51,1,,,35.64520376,139.5680443,
733,E1320400001121,チャイルドデイケア　ケンパ井の頭,東京都三鷹市井の頭1-14-5,,,要配慮者及びその支援者,35.69070284,139.5896823,
734,E1320400002111,井の頭コミュニティ・センター,東京都三鷹市井の頭2-32-30,1,,,35.69403473,139.5834857,
735,E1320400003111,第五小学校（校舎・体育館）,東京都三鷹市井の頭2-34-21,1,,,35.69303012,139.5820231,
736,E1320400004111,明星学園小中学校,東京都三鷹市井の頭5-7-7,1,,,35.6950946,139.5772028,
737,E1320400005111,井口コミュニティ・センター,東京都三鷹市井口1-13-32,1,,,35.69338503,139.5485624,
738,E1320400006121,ピオーネ三鷹,東京都三鷹市井口1-17-22,,,要配慮者及びその支援者,35.69388837,139.547317,
739,E1320400008111,井口小学校（校舎・体育館）,東京都三鷹市井口3-7-11,1,,,35.69227386,139.5445034,
740,E1320400010111,第四小学校（校舎・体育館）,東京都三鷹市下連雀1-25-1,1,,,35.69548651,139.5687392,
741,E1320400011121,三鷹ひまわり第三共同作業所,東京都三鷹市下連雀3-11-8,,,要配慮者及びその支援者,35.69754876,139.5629908,
742,E1320400012111,三鷹駅前コミュニティ・センター,東京都三鷹市下連雀3-13-10,1,,,35.69951979,139.5630509,
743,E1320400085121,児童発達支援事業所　あきやまケアルーム,東京都三鷹市下連雀3-45-16,,,要配慮者及びその支援者,35.702354,139.55957,
744,E1320400013121,下連雀複合施設,東京都三鷹市下連雀4-15-18,,,要配慮者及びその支援者,35.69520097,139.561657,
745,E1320400014121,三鷹ひまわり第一共同作業所,東京都三鷹市下連雀4-8-20,,,要配慮者及びその支援者,35.69258899,139.5627064,
746,E1320400015121,デイサービスセンター　弘済ケアセンター,東京都三鷹市下連雀5-2-5,,,要配慮者及びその支援者,35.68598445,139.5713349,
747,E1320400015125,弘済保育所　おひさま保育園,東京都三鷹市下連雀5-2-5,,,要配慮者及びその支援者,35.685553,139.571337,
748,E1320400015124,ケアハウス弘陽園,東京都三鷹市下連雀5-2-5,,,要配慮者及びその支援者,35.685976,139.571364,
749,E1320400015123,養護老人ホーム　弘寿園,東京都三鷹市下連雀5-2-5,,,要配慮者及びその支援者,35.68649,139.570774,
750,E1320400015122,特別養護老人ホーム　弘済園,東京都三鷹市下連雀5-2-5,,,要配慮者及びその支援者,35.686263,139.571423,
751,E1320400017111,第六小学校（校舎・体育館）,東京都三鷹市下連雀6-13-1,1,,,35.68828355,139.5654525,
752,E1320400018111,連雀コミュニティ・センター,東京都三鷹市下連雀7-15-4,1,,,35.69247188,139.5609611,
753,E1320400019111,第一中学校（校舎）,東京都三鷹市下連雀9-10-1,1,,,35.68535346,139.5599937,
754,E1320400020111,南浦小学校（校舎・体育館）,東京都三鷹市下連雀9-9-1,1,,,35.68623157,139.560131,
755,E1320400081121,サザン,東京都三鷹市上連雀1-1-3,,,要配慮者及びその支援者,35.70306,139.559036,
756,E1320400022121,福祉コアかみれん,東京都三鷹市上連雀4-1-8,,,要配慮者及びその支援者,35.69706829,139.5589204,
757,E1320400021111,第三小学校（校舎・体育館）,東京都三鷹市上連雀4-12-3,1,,,35.69527179,139.5578435,
758,E1320400023111,第四中学校（校舎・体育館）,東京都三鷹市上連雀4-18-7,1,,,35.69618509,139.5564116,
759,E1320400083121,放課後等デイサービス　まどか,東京都三鷹市上連雀6-1-2,,,要配慮者及びその支援者,35.692733,139.559965,
760,E1320400025111,第七小学校（校舎・体育館）,東京都三鷹市上連雀7-7-7,1,,,35.6928252,139.5548424,
761,E1320400026111,新川中原コミュニティ・センター,東京都三鷹市新川1-11-1,1,,,35.6688265,139.5760382,
762,E1320400028111,第五中学校（校舎・体育館）,東京都三鷹市新川1-7-20,1,,,35.67108202,139.5773174,
763,E1320400029111,第六中学校（校舎・体育館）,東京都三鷹市新川2-12-17,1,,,35.68079105,139.5757957,
764,E1320400030121,新川作業所,東京都三鷹市新川3-10-8,,,要配慮者及びその支援者,35.67826416,139.5717285,
765,E1320400031121,にじアート,東京都三鷹市新川4-11-13,,,要配慮者及びその支援者,35.67319213,139.5713341,
766,E1320400033111,三鷹中等教育学校,東京都三鷹市新川6-21-21,1,,,35.67943016,139.5671762,
767,E1320400035111,第一小学校（校舎・体育館）,東京都三鷹市新川6-3-32,1,,,35.68205403,139.5698813,
768,E1320400036121,元気創造プラザ子ども発達支援センター,東京都三鷹市新川6-37-1,1,,要配慮者及びその支援者,35.68166994,139.5617341,
769,E1320400038121,高齢者センター・けやき苑,東京都三鷹市深大寺2-2-13,,,要配慮者及びその支援者,35.68509618,139.5411015,
770,E1320400039121,ワークショップハーモニー,東京都三鷹市大沢1-1-43,,,要配慮者及びその支援者,35.67835473,139.5408639,
771,E1320400040122,大沢にじの里,東京都三鷹市大沢1-6-3,,,要配慮者及びその支援者,35.67078129,139.5414293,
772,E1320400040121,未来工房にじ,東京都三鷹市大沢1-6-3,,,要配慮者及びその支援者,35.67073297,139.5414225,
773,E1320400041111,第七中学校（校舎・体育館）,東京都三鷹市大沢2-11-12,1,,,35.67726933,139.5325523,
774,E1320400044111,大沢台小学校（校舎・体育館）,東京都三鷹市大沢2-6-18,1,,,35.68033323,139.5364125,
775,E1320400045111,国際基督教大学,東京都三鷹市大沢3-10-2,1,,,35.68748578,139.5297071,
776,E1320400046111,ルーテル学院大学,東京都三鷹市大沢3-10-20,1,,,35.68834498,139.5351923,
777,E1320400047121,特別養護老人ホーム三鷹げんき,東京都三鷹市大沢4-10-5,,,要配慮者及びその支援者,35.66793498,139.5389776,
778,E1320400048111,大沢コミュニティ・センター,東京都三鷹市大沢4-25-30,1,,,35.66876105,139.5371157,
779,E1320400049111,羽沢小学校（校舎・体育館）,東京都三鷹市大沢4-9-1,1,,,35.67009755,139.5384092,
780,E1320400051111,中原一丁目地区公会堂,東京都三鷹市中原1-26-15,,,,35.66520296,139.5762411,
781,E1320400053121,ライフコミューンつつじヶ丘,東京都三鷹市中原1-6-25,,,要配慮者及びその支援者,35.66286423,139.5772045,
782,E1320400055121,ニチイホーム三鷹,東京都三鷹市中原2-1-15,,,要配慮者及びその支援者,35.66835473,139.5740014,
783,E1320400054121,ニチイホーム三鷹Ⅱ番館,東京都三鷹市中原2-10-1,,,要配慮者及びその支援者,35.66871042,139.5736071,
784,E1320400056111,中原小学校（校舎・体育館）,東京都三鷹市中原2-12-13,1,,,35.67023951,139.5710925,
785,E1320400057111,東台小学校（校舎・体育館）,東京都三鷹市中原2-17-37,1,,,35.66741598,139.5720367,
786,E1320400084121,だいちグループホーム三鷹中原,東京都三鷹市中原3-4-14,,,要配慮者及びその支援者,35.669571,139.569611,
787,E1320400059121,北野ハピネスセンター,東京都三鷹市北野1-9-29,,,要配慮者及びその支援者,35.67994707,139.5860771,
788,E1320400060111,北野小学校（校舎・体育館）,東京都三鷹市北野3-1-5,1,,,35.67981848,139.5821254,
789,E1320400061121,ガーデンテラス仙川,東京都三鷹市北野4-8-40,,,要配慮者及びその支援者,35.67244685,139.5836552,
790,E1320400064121,恵比寿苑,東京都三鷹市牟礼1-9-20,,,要配慮者及びその支援者,35.68395295,139.5896541,
791,E1320400066111,第三中学校（校舎・体育館）,東京都三鷹市牟礼4-13-8,1,,,35.69191291,139.5755693,
792,E1320400068111,高山小学校（校舎・体育館）,東京都三鷹市牟礼4-6-12,1,,,35.68951137,139.5774195,
793,E1320400069121,牟礼老人保健施設はなかいどう,東京都三鷹市牟礼6-12-30,,,要配慮者及びその支援者,35.68782216,139.5744479,
794,E1320400070111,牟礼コミュニティ・センター,東京都三鷹市牟礼7-6-25,1,,,35.68495445,139.5748445,
795,E1320400087121,ＭＵＧＥＮ,東京都三鷹市野崎1-20-3,,,要配慮者及びその支援者,35.680954,139.550156,
796,E1320400071121,野ざきの家,東京都三鷹市野崎2-6-41,,,要配慮者及びその支援者,35.68366568,139.5485524,
797,E1320400071122,工房　時,東京都三鷹市野崎2-6-41,,,要配慮者及びその支援者,35.68357418,139.5485846,
798,E1320400072121,巣立ち風,東京都三鷹市野崎2-6-42,,,要配慮者及びその支援者,35.68362386,139.5487685,
799,E1320400073121,ライフコミューン深大寺,東京都三鷹市野崎3-13-26,,,要配慮者及びその支援者,35.6871021,139.5445447,
800,E1320400074111,第二中学校（校舎・体育館）,東京都三鷹市野崎3-14-1,1,,,35.68733736,139.5436419,
801,E1320400075121,アクティビティセンターはばたけ,東京都三鷹市野崎3-17-9,,,要配慮者及びその支援者,35.68800629,139.5429261,
802,E1320400076111,第二小学校（校舎・体育館）,東京都三鷹市野崎3-19-1,1,,,35.6858826,139.5425787,
803,E1338100001111,三宅村阿古福祉会館,東京都三宅村阿古1906,1,,,34.06986899,139.4832172,
804,E1338100002111,三宅村阿古体育館,東京都三宅村阿古497,1,,,34.07600544,139.4786521,
805,E1338100002112,三宅島郷土資料館,東京都三宅村阿古497,1,,,34.07596545,139.4791349,
806,E1338100003111,三宅村コミュニティセンター,東京都三宅村伊ケ谷330,1,,,34.09988481,139.4910617,
807,E1338100004111,三宅村伊豆老人福祉館,東京都三宅村伊豆1054,1,,,34.11402183,139.500959,
808,E1338100005111,三宅村立三宅小学校体育館,東京都三宅村伊豆468,1,,,34.11978257,139.5035626,
809,E1338100005112,三宅村立三宅小学校,東京都三宅村伊豆468,1,,,34.1200651,139.5039626,
810,E1338100006111,三宅村立三宅中学校体育館,東京都三宅村伊豆470,1,,,34.12033703,139.5035844,
811,E1338100006112,三宅村立三宅中学校,東京都三宅村伊豆470,1,,,34.12070119,139.5038848,
812,E1338100007111,三宅村活動火山対策避難施設,東京都三宅村伊豆480-1,1,,,34.12125853,139.5053922,
813,E1338100008111,三宅村立みやけ保育園,東京都三宅村伊豆770-3,1,,,34.11772502,139.5090166,
814,E1338100009111,三宅村神着老人福祉館,東京都三宅村神着197,1,,,34.12050176,139.5220151,
815,E1338100013111,三宅村レクリエーションセンター,東京都三宅村坪田3034,1,,,34.05920683,139.5466374,
816,E1338100014111,三宅村文化会館,東京都三宅村坪田3050-1,1,,,34.06000733,139.5452652,
817,E1338100015112,東京都立三宅高等学校体育館,東京都三宅村坪田4586,1,,,34.05923891,139.537668,
818,E1338100015111,東京都立三宅高等学校,東京都三宅村坪田4586,1,,,34.05879449,139.5377699,
819,E1311300019111,神南小学校,東京都渋谷区宇田川町5-1,,,,35.663176,139.697752,
820,E1311300023111,猿楽小学校,東京都渋谷区猿楽町12-35,,,,35.65087988,139.7016782,
821,E1311300001121,グリーンポート恵比寿,東京都渋谷区恵比寿3-36-5,,,高齢者,35.642339,139.719114,
822,E1311300024111,加計塚小学校,東京都渋谷区恵比寿4-21-10,,,,35.64440039,139.7145274,
823,E1311300021111,長谷戸小学校,東京都渋谷区恵比寿西1-23-1,,,,35.64739706,139.7063446,
824,E1311300016121,くるるえびす,東京都渋谷区恵比寿西2-13-5,,,障がい者,35.651065,139.706091,
825,E1311300020111,臨川小学校,東京都渋谷区広尾1-9-17,,,,35.649297,139.716663,
826,E1311300018121,日本赤十字社総合福祉センター・レクロス広尾,東京都渋谷区広尾4-1-23,,,高齢者・障がい者,35.65455562,139.7189739,
827,E1311300047111,文化総合センター大和田,東京都渋谷区桜丘町23-21,,,,35.65551542,139.6999615,
828,E1311300029111,笹塚小学校,東京都渋谷区笹塚2-8-1,,,,35.67607061,139.66893,
829,E1311300043111,笹塚中学校,東京都渋谷区笹塚3-10-1,,,,35.67754544,139.6686827,
830,E1311300048111,商工会館・消費者センター,東京都渋谷区渋谷1-12-5,,,,35.66039831,139.7037638,
831,E1311300002121,美竹の丘・しぶや,東京都渋谷区渋谷1-18-9,,,高齢者,35.661752,139.704541,
832,E1311300026111,幡代小学校,東京都渋谷区初台1-32-12,,,,35.67917623,139.6841786,
833,E1311300044111,松濤中学校,東京都渋谷区松濤1-20-4,,,,35.66119509,139.6908954,
834,E1311300032111,富谷小学校,東京都渋谷区上原1-46-4,,,,35.66933574,139.6868676,
835,E1311300003121,杜の風・上原,東京都渋谷区上原2-2-17,,,高齢者,35.667904,139.684052,
836,E1311300028111,上原小学校,東京都渋谷区上原3-13-20,,,,35.66625531,139.678849,
837,E1311300040111,上原中学校,東京都渋谷区上原3-41-2,,,,35.66696909,139.6775352,
838,E1311300050111,ＳＣＣ千駄ヶ谷コミュニティセンター,東京都渋谷区神宮前1-1-10,,,,35.674004,139.706497,
839,E1311300042111,原宿外苑中学校,東京都渋谷区神宮前1-24-6,,,,35.67333856,139.7053048,
840,E1311300005121,障害者福祉センターはぁとぴあ原宿,東京都渋谷区神宮前3-18-37,,,障がい者,35.671388,139.709497,
841,E1311300036111,神宮前小学校,東京都渋谷区神宮前4-20-12,,,,35.6679198,139.7081714,
842,E1311300006121,かんなみの杜・渋谷,東京都渋谷区神南1-8-6,,,高齢者,35.664269,139.700793,
843,E1311300007121,総合ケアコミュニティせせらぎ,東京都渋谷区西原1-40-10,,,高齢者,35.675424,139.681939,
844,E1311300046111,渋谷区スポーツセンター,東京都渋谷区西原1-40-18,,,,35.67556543,139.6809651,
845,E1311300041111,代々木中学校,東京都渋谷区西原1-46-1,,,,35.6739629,139.6832094,
846,E1311300008121,けやきの苑・西原,東京都渋谷区西原2-19-1,,,高齢者,35.674271,139.679691,
847,E1311300030111,西原小学校,東京都渋谷区西原2-22-1,,,,35.67402943,139.678582,
848,E1311300034111,千駄谷小学校,東京都渋谷区千駄ケ谷2-4-1,,,,35.67534395,139.7076934,
849,E1311300035111,鳩森小学校,東京都渋谷区千駄ケ谷5-9-1,,,,35.68248199,139.7057849,
850,E1311300037111,地域交流センター代々木の杜,東京都渋谷区代々木2-35-1,,,,35.68415936,139.6977244,
851,E1311300009121,あやめの苑・代々木,東京都渋谷区代々木3-35-1,,,高齢者,35.682564,139.693057,
852,E1311300027111,代々木山谷小学校,東京都渋谷区代々木3-47-1,,,,35.68134849,139.694772,
853,E1311300010121,アライブ代々木大山町,東京都渋谷区大山町27-15,,,高齢者,35.671011,139.673941,
854,E1311300025111,常磐松小学校,東京都渋谷区東1-7-10,,,,35.655694,139.710206,
855,E1311300011121,ひがし健康プラザ,東京都渋谷区東3-14-13,,,高齢者・障がい者,35.650824,139.709701,
856,E1311300022111,広尾小学校,東京都渋谷区東3-3-3,,,,35.65180505,139.7120578,
857,E1311300038111,広尾中学校,東京都渋谷区東4-13-25,,,,35.6542,139.7124,
858,E1311300012121,ケアステーション笹幡,東京都渋谷区幡ケ谷2-21-9,,,高齢者,35.676427,139.672516,
859,E1311300013121,生活実習所つばさ,東京都渋谷区幡ケ谷3-39-1,,,障がい者,35.679419,139.672058,
860,E1311300013122,幡ヶ谷保健相談所,東京都渋谷区幡ケ谷3-39-1,,,障がい者,35.67944,139.672272,
861,E1311300033111,中幡小学校,東京都渋谷区幡ケ谷3-49-1,,,,35.68047022,139.6728545,
862,E1311300014121,パール代官山,東京都渋谷区鉢山町3-27,,,高齢者,35.65275,139.698672,
863,E1311300015111,つばめの里・本町東,東京都渋谷区本町3-46-1,,,,35.687582,139.682109,
864,E1311300015121,つばめの里・本町東,東京都渋谷区本町3-46-1,,,高齢者,35.6874367,139.6819073,
865,E1311300045111,渋谷本町学園,東京都渋谷区本町4-3-1,,,,35.68603373,139.6819646,
866,E1311300031111,本町ＣＣ　本町コミュニティセンター,東京都渋谷区本町4-39-1,,,,35.68468103,139.6793065,
867,E1311300017121,ニチイホーム渋谷本町,東京都渋谷区本町4-49-15,,,高齢者,35.687033,139.678356,
868,E1311300049111,児童青少年センター　　　　　　　　　　　　　　　（フレンズ本町）,東京都渋谷区本町6-6-2,,,,35.682072,139.679483,
869,E1311300039111,鉢山中学校,東京都渋谷区鶯谷町9-1,,,,35.65321854,139.7029308,
870,E1342100001122,小笠原村高齢者在宅サービスセンター,東京都小笠原村父島,1,,要配慮者,27.09962,142.200111,
871,E1342100004111,扇浦交流センター,東京都小笠原村父島,1,,,27.07129721,142.202643,
872,E1342100003123,小笠原村診療所,東京都小笠原村父島,1,,要配慮者,27.09918399,142.1966952,
873,E1342100003111,小笠原高等学校体育館・武道場・音楽室,東京都小笠原村父島,1,,,27.10032622,142.1993171,
874,E1342100002111,小笠原小中学校体育館,東京都小笠原村父島,1,,,27.09620014,142.1912276,
875,E1342100001112,地域福祉センター,東京都小笠原村父島,1,,,27.099582,142.200047,
876,E1342100001111,奥村交流センター,東京都小笠原村父島,1,,,27.09928994,142.2086029,
877,E1342100005122,小笠原村母島診療所,東京都小笠原村母島,1,,要配慮者,26.64160909,142.1588843,
878,E1342100005111,母島小中学校体育館,東京都小笠原村母島,1,,,26.64182867,142.1606671,
879,E1342100005112,母島診療所カンファレンスルーム,東京都小笠原村母島,1,,,26.64162729,142.1588218,
880,E1342100005113,母島支所,東京都小笠原村母島,1,,,26.64057721,142.1607422,
881,E1342100005121,小笠原村母島高齢者在宅サービスセンター,東京都小笠原村母島,1,,要配慮者,26.6421391,142.1612571,
882,E1321000003111,市立小金井第三小学校,東京都小金井市梶野町5-7-1,1,,,35.704599,139.52323,
883,E1321000004111,市立南中学校,東京都小金井市貫井南町1-26-1,1,,,35.690692,139.49996,
884,E1321000005111,三楽集会所,東京都小金井市貫井南町3-6-18,,,,35.699222,139.495129,
885,E1321000006111,市立小金井第四小学校,東京都小金井市貫井南町3-9-1,1,,,35.699895,139.494107,
886,E1321000011111,市立小金井第一中学校,東京都小金井市桜町2-3-15,1,,,35.710493,139.503903,
887,E1321000012111,市立小金井第二小学校,東京都小金井市桜町2-3-58,1,,,35.710418,139.5054,
888,E1321000013111,市立南小学校,東京都小金井市前原町2-2-1,1,,,35.691464,139.513631,
889,E1321000015111,市立前原小学校,東京都小金井市前原町3-4-22,1,,,35.694177,139.502075,
890,E1321000016111,市立小金井第二中学校,東京都小金井市中町1-8-25,1,,,35.695279,139.510841,
891,E1321000020111,市立東中学校,東京都小金井市東町1-5-33,1,,,35.69053,139.525331,
892,E1321000021111,友愛会館,東京都小金井市東町4-10-2,,,,35.694572,139.523695,
893,E1321000022111,市立東小学校,東京都小金井市東町4-25-6,1,,,35.698494,139.526914,
894,E1321000023111,市立小金井第一小学校,東京都小金井市本町1-1-6,1,,,35.698376,139.510313,
895,E1321000024111,市立本町小学校,東京都小金井市本町5-29-21,1,,,35.704364,139.50101,
896,E1321000026111,市立緑中学校,東京都小金井市緑町2-11-47,1,,,35.708562,139.519287,
897,E1321000028111,市立緑小学校,東京都小金井市緑町4-15-39,1,,,35.70915,139.516426,
898,E1321100002111,花小金井小学校,東京都小平市花小金井1-35-1,1,,,35.726306,139.518428,
899,E1321100003121,東部市民センター,東京都小平市花小金井1-8-1,,,,35.727912,139.513989,
900,E1321100004121,花小金井北地域センター,東京都小平市花小金井3-10-1,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.734517,139.517852,
901,E1321100005121,さくら野杜,東京都小平市花小金井3-25-21,,,,35.74029301,139.5148179,
902,E1321100006111,小平第十一小学校,東京都小平市花小金井4-16-1,1,,,35.737832,139.509501,
903,E1321100007121,さわやか館,東京都小平市花小金井4-21-2,,,高齢者と介護にあたる家族等,35.73674646,139.5105075,
904,E1321100008111,花小金井北公民館,東京都小平市花小金井5-41-3,,,,35.734332,139.510161,
905,E1321100009111,小平第五小学校,東京都小平市花小金井6-24-1,1,,,35.728405,139.510403,
906,E1321100010121,小平福祉園,東京都小平市花小金井8-1-10,,,,35.73148441,139.5024559,
907,E1321100011111,花小金井南中学校,東京都小平市花小金井南町1-9-1,1,,,35.721633,139.511604,
908,E1321100012111,花小金井南公民館,東京都小平市花小金井南町2-12-6,,,,35.724346,139.516094,
909,E1321100013121,花小金井南地域センター・花小金井南児童館,東京都小平市花小金井南町3-3-17,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.722185,139.518614,
910,E1321100014111,小平第三小学校,東京都小平市回田町118,1,,,35.715091,139.492421,
911,E1321100016111,小平第四中学校,東京都小平市学園西町1-3-1,1,,,35.718053,139.478216,
912,E1321100017111,小平第四小学校,東京都小平市学園西町1-34-1,1,,,35.719908,139.471779,
913,E1321100018121,学園西町地域センター,東京都小平市学園西町2-12-22,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.722706,139.475643,
914,E1321100019111,学園東小学校,東京都小平市学園東町2-15-1,1,,,35.725692,139.484739,
915,E1321100020121,学園東町地域センター,東京都小平市学園東町2-16-11,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.72590468,139.4835404,
916,E1321100021121,喜平地域センター,東京都小平市喜平町1-10-9,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.71613429,139.4884778,
917,E1321100098121,グランてらす小平団地,東京都小平市喜平町3-1-41,,,要配慮者及びその介助者,35.721768,139.488497,
918,E1321100023121,御幸地域センター,東京都小平市御幸町58,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.714419,139.501266,
919,E1321100024111,小平第十三小学校,東京都小平市小川西町1-22-1,1,,,35.736117,139.453797,
920,E1321100025121,小川西町中宿地域センター,東京都小平市小川西町2-30-1,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.739125,139.460638,
921,E1321100027121,東京都立小平特別支援学校,東京都小平市小川西町2-33-1,,,,35.73719432,139.4575347,
922,E1321100029121,小川ホーム,東京都小平市小川西町2-35-2,,,,35.73684654,139.4609457,
923,E1321100030111,小川西町公民館,東京都小平市小川西町4-10-13,,,,35.735133,139.46178,
924,E1321100031121,たいよう福祉センター,東京都小平市小川西町5-25-15,,,障害者（主に身体障害者）及びその家族等,35.73658036,139.4587669,
925,E1321100032121,ほのぼの館,東京都小平市小川西町5-39-3,,,高齢者と介護にあたる家族等,35.736559,139.459696,
926,E1321100033121,小川西町地域センター,東京都小平市小川西町5-4-17,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.735243,139.455974,
927,E1321100035111,小川公民館,東京都小平市小川町1-1012,,,,35.726031,139.45935,
928,E1321100036111,小平第一小学校,東京都小平市小川町1-1082,1,,,35.728901,139.462858,
929,E1321100037121,Ｖｉｌｌａ　あい　小平,東京都小平市小川町1-3014-7,,,,35.72619428,139.4436526,
930,E1321100038121,小川町一丁目地域センター・小川町一丁目児童館,東京都小平市小川町1-3045,,,高齢者、障害者、乳幼児、妊産婦、外国人及び介護にあたる家族等,35.729382,139.44814,
